Singapore,5935053,World Population Review,10,1,02/08/2020,1997152,883,380,19,1,23,1220,507,1576,1576,540,1069,1,1,1575,2845,716,1439,1575,1069,0,1,11,298,11,11,88,11,11,11,11,296,18,2805,775,4,4,61967,61971,99115,18,0,0,19204,929,10,0,28609,28613,23,23,23,23,23,0,358,221,11374,10601,10621,10731,456,4,4,4,4,4,4,4,4,4,4,14,14,10,17,12,12,12,12,12,12,12,16,16,22,147,22,22,22,0,133,133,150,134,511,304,12,0,924,924,1062,977,977,866,4021,28667,47853,1575,48,1,0,1,0,1,0,0,13,13,13,13,13,13,13,1393,52,3432,40206,97,43741,0,0,11049,108,12232,1277,11050,10902,2793,3289,81,195,537,195,73,20837,21070,21071,21072,21073,940,73,73,1113,1,1,1,1,1,1,1,1,326,76,43947,1,0,62327,481,569,20764,20762,20763,72551,42329,22,4523,22743,1965,22748,208,1,1,1,87747,73,23829,1881,66919,1,0,0,0,0,18667,2807,3302,23216,23217,8221,18798,30596,699,699,698,698,698,698,698,5005,24226,22,22,11052,1,1,1,1,1,11,180,2701,91,187,1026,0,39,47,3110,49258,49256,49254,5375,3503,69968,1072,0,35,1936,0,5,580,1,0,3768,3768,5610,6296,6296,6296,83,460,0,1,59,2961,292,3546,1,0,0,84,9,1950,0,1513,12582,11071,16,16,8,5,5047,5049,5050,0,0,0,0,406,405,70,460,23674,5,0,0,0,1,0,0,693,45,27521,27523,8161,27526,27526,54,932,30816,30818,30818,3933,30823,6622,0,0,0,0,782,327,2,2,229,10,40
Sofia,1280968,World Population Review,3,89,02/08/2020,141600,218,59,1,0,0,80,46,87,87,37,41,4,4,87,123,53,45,87,41,0,4,0,57,0,0,6,0,0,0,0,37,0,121,98,3,3,5438,5440,2601,0,0,1,1243,223,0,0,3637,3637,0,0,0,0,0,0,72,25,800,467,467,473,22,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,7,23,92,1,0,103,103,121,104,104,101,602,3640,6434,87,0,4,1,4,1,4,1,1,0,0,0,0,0,0,0,119,3,70,4753,8,4805,4,4,505,6,550,50,505,491,219,431,6,38,65,38,1,1369,1376,1376,1376,1376,103,1,1,135,4,4,4,4,4,4,4,4,55,7,1960,4,4,5458,72,65,665,665,665,7175,1902,0,230,1482,91,1482,330,4,4,4,1704,1,1494,125,5665,4,4,1,4,4,1445,220,432,1403,1403,563,1285,1838,73,73,73,73,73,73,73,67,1527,0,0,507,4,4,4,4,4,0,154,141,2,9,26,0,5,1,165,3136,3136,3136,1164,1040,6689,331,0,1,126,0,3,26,4,1,235,235,396,412,412,412,25,17,0,4,0,335,7,435,4,0,0,58,0,129,0,74,579,505,16,16,0,3,67,67,67,3,3,3,3,15,15,1,17,1505,3,3,3,3,3,3,3,71,1,1738,1738,314,1738,1738,6,99,2039,2039,2039,284,2039,184,1,1,0,1,73,145,0,0,8,0,15
St. Petersburg,5467808,World Population Review,4,73,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockholm,1632798,World Population Review,7,25,02/08/2020,316925,30,31,1,0,0,30,16,41,41,12,25,0,0,41,100,54,25,41,25,0,0,0,28,0,0,3,0,0,0,0,38,0,97,23,0,0,4512,4513,12178,1,0,0,8538,31,0,0,2498,2498,0,0,0,0,0,0,11,6,1019,905,903,908,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,107,1,0,47,47,59,53,53,44,400,2505,3745,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,25,2772,1,3266,0,0,928,2,1010,65,926,918,98,424,25,21,41,21,5,8733,8735,8735,8735,8735,49,5,5,64,0,0,0,0,0,0,0,0,24,1,3153,0,0,4560,26,47,1748,1748,1749,6027,3040,0,109,8816,34,8818,61,0,0,0,10875,5,8833,159,4874,0,0,0,0,0,1642,98,428,8795,8795,227,8747,9066,75,75,75,75,75,75,75,166,8523,0,0,938,0,0,0,0,0,0,22,46,0,1,25,0,11,0,229,3735,3735,3735,582,425,5271,90,0,1,304,0,0,17,0,0,156,156,209,256,256,256,32,13,0,0,5,423,8,439,0,0,0,109,0,307,0,78,1018,940,13,13,2,0,167,167,167,0,0,0,0,13,13,1,13,8599,0,0,0,0,0,0,0,75,2,8752,8752,218,8754,8756,3,50,8913,8913,8914,161,8917,144,0,0,0,0,81,67,0,0,4,0,6
Sydney,4925987,World Population Review,8,14,02/08/2020,1575798,92,249,21,0,13,788,238,1075,1075,333,837,0,0,1075,700,8815,1237,1075,837,0,0,7,203,7,7,71,7,7,7,7,61,24,692,170,1,1,35257,35259,40893,24,0,0,26085,98,3,0,15647,15649,13,13,13,13,13,0,76,44,7298,6731,6725,6749,288,1,1,1,1,1,1,1,1,1,1,3,3,4,3,19,19,19,19,19,19,19,4,4,7,40,15,7,7,0,37,37,41,37,355,180,4,0,200,200,222,216,216,192,2312,15672,28079,1078,50,0,0,0,0,0,0,0,6,6,6,6,6,6,6,891,16,3761,23785,67,26716,0,0,14306,25,14601,328,14308,14267,2145,2153,67,146,352,146,16,27697,27804,27808,27809,27812,209,16,16,237,0,0,0,0,0,0,0,0,242,15,24209,0,0,35442,180,359,10738,10740,10740,41963,23295,12,6086,29453,3460,29454,174,0,0,0,37687,16,30634,885,39074,1,1,1,1,1,2594,2160,2167,30448,30449,8445,23946,35661,456,456,456,456,456,456,456,2183,29848,13,13,14076,0,0,0,0,0,5,69,3605,63,56,1815,0,247,48,1174,27151,27150,27151,3073,2193,41012,356,0,8,241,0,0,426,1,1,4492,4493,5879,6195,6194,6194,84,322,1,1,56,2232,129,2287,1,0,1,83,113,243,0,387,14486,14101,12,12,9,0,2202,2202,2202,1,1,1,1,284,284,59,316,29735,0,1,1,1,1,1,1,458,23,32448,32450,8657,32454,32454,5,207,34906,34910,34909,4003,34912,7629,1,1,1,1,516,112,2,2,51,7,33
Taipei City,23816775,Worldometers,8,7,02/08/2020,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,5,5,1,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,9,8,9,9,0,0,10,10,10,4,10,8,0,0,0,0,0,0,0,0,0,0,0
Tel Aviv,4181479,World Population Review,6,46,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hague,697564,World Population Review,7,29,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tianjin,13589078,World Population Review,6,41,02/08/2020,17029,0,0,0,0,0,6,3,12,12,3,9,0,0,12,13,2,10,12,9,0,0,0,0,0,0,0,0,0,0,0,18,0,13,5,0,0,136,136,1839,0,0,0,319,0,0,0,166,166,0,0,0,0,0,0,25,7,59,38,37,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,2,0,7,7,15,10,10,8,9,166,246,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,116,0,119,0,0,50,1,59,15,49,42,29,29,0,1,1,1,3,343,347,347,347,347,11,3,3,28,0,0,0,0,0,0,0,0,0,3,84,0,0,133,10,1,15,15,15,265,77,0,46,362,24,362,7,0,0,0,1222,3,371,7,159,0,0,0,0,0,410,29,29,338,338,112,306,382,1,1,1,1,1,1,1,20,367,0,0,50,0,0,0,0,0,0,0,31,0,0,13,0,1,0,24,113,113,113,27,20,179,507,0,0,0,0,0,0,0,0,40,40,62,63,63,63,0,0,0,0,0,18,0,29,0,0,0,3,0,0,0,24,69,45,2,2,7,0,21,21,21,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,1,0,385,385,62,385,385,0,12,401,401,401,48,401,42,0,0,0,0,1,0,0,0,28,0,0
Tokyo,37393128,World Population Review,5,62,02/08/2020,2854882,71,787,75,0,0,2853,1201,3731,3731,1432,2530,1,1,3732,879,1223,3350,3732,2530,0,1,56,696,56,56,261,56,56,56,56,246,33,851,449,11,11,60780,60783,135654,33,0,0,34809,92,19,0,43065,43068,0,0,0,0,0,0,845,717,25505,21273,21254,21322,990,3,3,3,3,3,3,3,1,1,1,5,5,13,31,70,70,70,70,70,70,70,18,18,21,61,21,21,21,0,41,41,59,41,1103,253,59,0,584,584,674,634,634,523,4322,43143,73814,3734,79,1,0,1,0,0,0,0,11,11,11,11,11,11,11,3044,47,7348,48182,119,64482,0,0,21541,45,21806,276,21519,21412,13273,13775,166,512,1052,512,69,38824,39202,39202,39202,39204,612,69,69,721,1,1,1,1,1,1,1,1,1890,161,33566,0,0,61096,1031,1156,7905,7905,7905,98524,29315,37,10025,42652,4477,42657,185,1,1,1,124017,69,44558,4352,72660,1,0,0,0,0,1101,13304,13807,42958,42958,18191,33212,55181,1386,1387,1387,1387,1387,1387,1387,5446,45718,0,0,21474,1,1,1,1,1,17,124,6070,33,48,2924,0,3,31,4566,40942,40944,40946,7370,3046,75299,609,0,40,88,0,11,211,1,0,8074,8073,11246,12080,12081,12081,45,152,1,0,39,9451,50,13735,1,0,0,121,0,108,0,411,21907,21496,0,0,9,11,5494,5494,5495,0,0,0,0,119,119,37,149,44459,11,0,0,0,1,0,0,1385,46,50540,50540,16321,50541,50542,92,607,55863,55865,55864,8405,55871,12742,0,0,0,0,1542,571,1,1,181,7,37
Toronto,6196731,World Population Review,8,15,02/08/2020,628379,128,125,6,0,4,135,52,147,147,80,95,0,0,147,419,349,133,147,95,0,0,1,112,1,1,30,1,1,1,1,81,3,417,171,1,1,26663,26663,15047,3,0,0,4279,130,4,0,12088,12091,4,4,4,4,4,0,34,19,3840,2884,2875,2892,73,3,3,3,3,3,3,3,0,0,0,4,4,3,1,3,3,3,3,3,3,3,4,4,4,12,4,4,4,0,9,9,13,9,77,628,0,0,208,208,240,211,211,181,1121,12116,20947,148,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,846,5,175,15689,5,15819,0,0,2962,17,3227,285,2961,2929,6642,6646,42,70,171,70,13,4439,4459,4459,4459,4458,210,13,13,256,0,0,0,0,0,0,0,0,179,3,17660,0,0,26778,71,181,10938,10939,10939,32107,17452,10,457,4652,189,4652,50,0,0,0,11486,13,4680,501,27687,0,0,0,0,0,2851,6659,6663,4551,4552,825,4275,5477,243,243,243,243,243,243,243,258,4727,4,4,2944,0,0,0,0,0,5,84,266,26,30,144,0,88,9,761,19418,19418,19419,1778,1279,28823,202,0,5,535,0,1,185,0,0,336,336,440,490,490,490,99,136,0,0,19,6374,12,6650,0,0,0,147,0,536,0,310,3243,2934,72,72,0,1,257,257,257,0,0,0,0,124,124,6,133,4685,1,0,0,0,0,0,0,244,10,5341,5342,936,5344,5344,6,206,6269,6271,6271,385,6272,755,0,0,0,0,265,76,1,1,27,2,12
Vancouver,2581079,World Population Review,8,13,02/08/2020,111446,5,42,3,0,0,43,16,43,43,30,27,0,0,43,39,33,31,43,27,0,0,1,35,1,1,5,1,1,1,1,33,1,30,1,0,0,4727,4727,1941,1,0,0,933,7,0,0,3728,3727,0,0,0,0,0,0,15,7,640,411,410,414,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,4,0,0,0,0,4,4,4,4,24,172,0,0,14,14,29,23,23,7,136,3733,6057,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,30,4425,5,4470,0,0,434,4,476,45,435,419,322,322,1,27,46,27,0,971,972,972,972,972,15,0,0,35,0,0,0,0,0,0,0,0,1,4,2424,0,0,4742,24,49,267,267,267,6420,2376,0,95,1028,32,1026,7,0,0,0,905,0,1028,63,4900,0,0,0,0,0,1241,322,322,944,944,197,908,1074,49,49,49,49,49,49,49,202,1043,0,0,446,0,0,0,0,0,0,26,52,1,12,38,0,52,0,106,2587,2587,2588,158,97,4990,68,0,0,317,0,0,59,0,0,36,36,62,71,71,71,43,33,0,0,1,285,0,319,0,0,0,19,0,327,0,54,495,441,21,21,0,0,202,202,202,0,0,0,0,33,33,0,33,1037,0,0,0,0,0,0,0,49,1,1119,1119,120,1119,1119,0,15,1403,1403,1404,56,1404,83,0,0,0,0,52,66,0,0,3,0,1
Vienna,1929944,World Population Review,7,17,02/08/2020,159762,41,17,0,2,0,76,42,81,81,33,39,0,0,81,57,38,47,81,39,0,0,1,16,1,1,1,1,1,1,1,29,1,52,40,0,0,5972,5972,2651,1,0,0,1264,41,0,0,5019,5020,0,0,0,0,0,0,22,10,747,511,512,514,27,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,3,1,1,1,0,2,2,3,2,30,120,0,0,46,46,59,51,51,44,1388,5025,6654,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,64,4532,4,4578,0,0,548,2,670,130,548,523,208,439,6,11,23,11,3,1319,1322,1322,1322,1323,46,3,3,69,0,0,0,0,0,0,0,0,12,1,3855,0,0,5988,53,22,1375,1373,1372,8124,3757,0,293,1537,54,1537,20,0,0,0,1560,3,1555,151,6316,0,0,0,0,0,1075,206,439,1427,1427,561,1329,1672,29,29,29,29,29,29,29,87,1558,0,0,547,0,0,0,0,0,0,51,97,1,5,87,0,71,1,268,5520,5520,5521,1691,1540,7813,135,0,3,3,0,0,24,0,0,90,90,160,179,179,179,113,16,2,0,0,433,29,468,0,0,0,79,25,3,0,139,691,552,28,28,0,0,87,87,87,0,0,0,0,14,14,2,16,1546,0,0,0,0,0,0,0,28,1,1684,1684,207,1684,1684,2,46,1781,1782,1782,142,1785,125,0,0,0,0,30,65,1,1,15,3,6
Warsaw,1783251,World Population Review,5,61,02/08/2020,199581,246,79,2,0,0,52,29,61,61,30,32,1,1,61,221,125,56,61,32,0,1,0,75,0,0,10,0,0,0,0,84,1,217,132,1,1,7422,7421,5861,1,0,0,1324,248,0,0,5871,5873,0,0,0,0,0,0,21,15,1210,788,792,798,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,12,0,0,0,0,12,12,12,12,15,63,2,0,162,162,198,167,167,156,1725,5873,8618,61,0,1,0,1,0,0,0,0,5,5,5,5,5,5,5,219,1,76,6121,2,6202,0,0,823,6,904,91,823,810,888,1699,10,51,92,51,12,1400,1404,1403,1403,1403,164,12,12,219,1,1,1,1,1,1,1,1,36,1,3905,0,0,7441,74,96,1248,1248,1248,9984,3858,1,311,1617,78,1617,20,1,1,1,4155,12,1632,205,7730,1,0,0,0,0,1999,889,1702,1484,1485,555,1340,1862,109,109,109,109,109,109,109,85,1670,0,0,819,1,1,1,1,1,0,122,106,4,14,30,0,14,3,291,5219,5221,5221,1336,1134,8812,138,0,8,68,0,1,36,1,0,197,197,285,298,298,298,42,27,0,0,7,1680,5,1701,1,0,0,161,0,103,0,119,930,811,17,17,0,1,86,87,87,0,0,0,0,27,27,3,27,1643,1,0,0,0,1,0,0,110,1,1865,1866,400,1865,1865,0,164,2370,2371,2372,267,2373,273,0,0,0,0,117,38,1,1,21,0,6
Washington,720687,World Population Review,7,31,02/08/2020,554958,11,54,0,0,2,181,67,231,231,80,164,0,0,231,369,677,197,231,164,0,0,6,49,6,6,15,6,6,6,6,62,0,367,151,0,0,22833,22833,19014,0,0,0,3934,11,0,0,8680,8682,2,2,2,2,2,0,74,50,4855,4772,4759,4792,66,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,11,3,3,3,0,11,11,12,11,95,60,1,0,188,188,205,197,197,165,985,8717,20629,230,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,1,407,17453,34,17594,0,0,4966,32,5188,254,4968,4917,2547,2552,13,40,76,40,22,4116,4135,4135,4136,4136,193,22,22,212,0,0,0,0,0,0,0,0,247,4,10469,0,0,23186,86,81,5421,5422,5422,26512,10353,0,553,4310,291,4311,60,0,0,0,16126,22,4400,493,23980,0,0,0,0,0,2216,2554,2561,4303,4303,1007,3794,5332,96,96,96,96,96,96,96,5117,4469,2,2,4957,0,0,0,0,0,0,34,372,11,15,93,0,33,11,713,11592,11592,11592,1126,634,24451,228,0,20,46,0,0,125,0,0,466,466,585,687,687,687,244,104,2,0,26,2471,22,2553,0,0,0,21,0,46,0,303,5266,4963,5,5,9,0,5152,5153,5153,0,0,0,0,86,86,26,105,4418,0,0,0,0,0,0,0,98,4,5051,5052,1235,5054,5055,2,192,5378,5378,5377,487,5379,1067,0,0,0,0,112,434,2,2,18,39,9
Zaragoza,730828,World Population Review,6,49,02/08/2020,13198,12,4,0,0,1,6,6,6,6,0,0,0,0,6,4,2,1,6,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,1,0,0,416,416,440,0,0,0,152,12,0,0,366,366,1,1,1,1,1,0,11,8,79,49,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,32,0,0,1,1,1,1,1,1,77,367,503,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,322,0,326,0,0,54,2,58,9,54,51,2,2,0,3,4,3,0,157,158,158,158,158,1,0,0,3,0,0,0,0,0,0,0,0,0,0,238,0,0,420,4,4,93,93,93,602,223,0,13,168,2,168,3,0,0,0,159,0,167,16,451,0,0,0,0,0,233,2,2,158,158,44,156,177,4,4,4,4,4,4,4,9,167,1,1,53,0,0,0,0,0,0,0,2,0,4,8,0,1,0,26,360,360,360,124,108,554,36,0,0,0,0,0,4,0,0,8,8,14,16,16,16,20,2,0,0,0,2,0,2,0,0,0,5,0,0,0,15,64,49,0,0,0,0,9,9,9,0,0,0,0,2,2,0,2,169,0,0,0,0,0,0,0,4,0,177,177,10,177,177,0,1,190,190,190,12,190,6,0,0,0,0,4,22,0,0,0,0,3
Zhuhai,1759378,World Population Review,6,40,02/08/2020,3451,0,0,0,0,0,5,4,5,5,1,1,0,0,5,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,38,38,311,0,0,0,57,1,0,0,47,47,0,0,0,0,0,0,5,5,23,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,1,1,1,1,1,2,48,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,33,1,36,0,0,15,0,16,1,15,13,13,13,0,0,0,0,0,61,63,63,63,63,1,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0,0,39,3,0,5,5,5,76,26,0,9,65,2,65,3,0,0,0,144,0,65,1,47,0,0,0,0,0,47,12,12,59,59,14,54,74,0,0,0,0,0,0,0,6,62,0,0,15,0,0,0,0,0,0,0,4,0,0,4,0,2,0,2,32,32,32,4,3,49,199,0,0,0,0,0,0,0,0,9,9,14,16,16,16,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,2,16,14,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,68,68,12,68,68,0,1,69,69,69,10,69,6,0,0,0,0,0,0,0,0,6,0,0
Zurich,1395356,World Population Review,10,2,02/08/2020,204065,26,13,1,0,0,51,34,61,61,20,27,0,0,61,67,169,31,61,27,0,0,0,11,0,0,6,0,0,0,0,15,0,63,22,1,1,6624,6626,6266,0,0,0,921,26,0,0,3836,3836,0,0,0,0,0,0,23,15,1397,1252,1250,1256,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,0,0,0,0,7,7,7,7,15,82,0,0,25,25,35,30,30,25,925,3834,7175,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,38,5374,0,5424,0,0,1285,5,1365,82,1285,1264,7939,8441,1,11,15,11,3,952,954,954,954,954,26,3,3,40,0,0,0,0,0,0,0,0,53,2,3009,0,0,6647,19,15,1175,1175,1175,8475,2953,5,333,1244,36,1244,18,0,0,0,4908,3,1250,99,6858,0,0,0,0,0,730,7943,8448,1207,1206,537,922,1387,21,21,21,21,21,21,21,1227,1257,0,0,1277,0,0,0,0,0,1,20,43,0,9,60,0,44,0,172,3891,3891,3892,898,800,7603,38,0,1,29,0,1,22,0,0,300,300,327,347,347,347,72,14,0,0,6,752,30,8440,0,0,0,37,24,29,0,97,1375,1278,2,2,0,1,1237,1237,1237,0,0,0,0,13,13,1,14,1241,1,0,0,0,0,0,0,23,1,1355,1355,383,1357,1357,1,25,1499,1499,1499,314,1499,339,0,0,0,0,24,40,0,0,12,0,3